RowId	dateSold	productSold	unitsSold	salesChannel	Region	custId	custName	productId	productName	stdCost	stdPrice	Country
709	2011-11-26 00:00:00.000	PURA100	148	Online	Unknown	23970	Alma Higgins	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
710	2011-11-22 00:00:00.000	PURA250	114	Retail	Unknown	23971	Paki Richmond	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
711	2011-09-02 00:00:00.000	SUPA102	192	Online	Australia and Oceania	23972	Brent Cabrera	SUPA102	Super Soft - 250ml	2.5	4.5	Vanuatu
712	2011-12-02 00:00:00.000	PURA100	142	Online	Middle East and North Africa	23973	Kennan Winters	PURA100	Pure Soft Detergent - 100ml	1.5	3	Pakistan
713	2011-12-18 00:00:00.000	SUPA102	156	Online	Sub-Saharan Africa	23974	Ila Webb	SUPA102	Super Soft - 250ml	2.5	4.5	Sierra Leone
715	2011-12-29 00:00:00.000	SUPA101	70	Retail	Asia	23976	Christine Hale	SUPA101	Super Soft - Product Sample	0.3	0	Malaysia
716	2011-11-09 00:00:00.000	PURA100	161	Retail	Sub-Saharan Africa	23977	Nichole Weiss	PURA100	Pure Soft Detergent - 100ml	1.5	3	Zimbabwe
718	2011-11-16 00:00:00.000	PURA200	163	Online	Unknown	23979	Cruz Morris	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
719	2011-11-08 00:00:00.000	SUPA101	52	Online	Europe	23980	Armando Huber	SUPA101	Super Soft - Product Sample	0.3	0	Slovakia
720	2011-12-09 00:00:00.000	SUPA104	39	Retail	Unknown	23981	Yvonne Stanley	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
721	2011-10-01 00:00:00.000	SUPA105	67	Direct	Australia and Oceania	23982	Lillian Pitts	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	New Zealand
723	2011-12-24 00:00:00.000	SUPA103	32	Online	Unknown	23984	Macey Prince	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
724	2011-11-03 00:00:00.000	SUPA105	48	Online	Unknown	23985	Amity Ware	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
725	2011-11-24 00:00:00.000	PURA100	61	Online	Unknown	23986	Darrel Harrell	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
726	2011-10-05 00:00:00.000	SUPA101	35	Online	Europe	23987	Thaddeus Mercado	SUPA101	Super Soft - Product Sample	0.3	0	Czech Republic
727	2011-09-04 00:00:00.000	SUPA104	81	Retail	Unknown	23988	Logan Gates	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
730	2011-09-20 00:00:00.000	SUPA101	55	Retail	Central America and the Caribbean	23991	Scarlett Padilla	SUPA101	Super Soft - Product Sample	0.3	0	Barbados
732	2011-09-18 00:00:00.000	PURA100	161	Online	Europe	23993	Cooper Guy	PURA100	Pure Soft Detergent - 100ml	1.5	3	Sweden
735	2011-12-05 00:00:00.000	PURA100	58	Retail	Middle East and North Africa	23996	Patricia Stanley	PURA100	Pure Soft Detergent - 100ml	1.5	3	Bahrain
736	2011-09-11 00:00:00.000	PURA200	161	Retail	Middle East and North Africa	23997	Regan Whitehead	PURA200	Pure Soft Detergent - 200ml	2	3.99	Turkey
737	2011-09-24 00:00:00.000	PURA250	127	Online	Unknown	23998	Knox Tillman	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
738	2011-09-18 00:00:00.000	SUPA103	94	Retail	Sub-Saharan Africa	23999	Eden Padilla	SUPA103	Super Soft - 500ml	3.5	6.99	Mauritius 
739	2011-12-11 00:00:00.000	PURA500	4	Online	Europe	24000	Sopoline Stout	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Greece
740	2011-12-11 00:00:00.000	PURA200	83	Direct	Unknown	24001	Emerald Rojas	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
741	2011-09-14 00:00:00.000	PURA200	22	Online	Sub-Saharan Africa	24002	Ciara Burks	PURA200	Pure Soft Detergent - 200ml	2	3.99	Equatorial Guinea
742	2011-09-23 00:00:00.000	SUPA104	62	Retail	Sub-Saharan Africa	24003	Sybill Mendoza	SUPA104	Super Soft - 1 Litre	5	9.99	Togo
747	2011-09-15 00:00:00.000	PURA250	139	Online	Europe	24008	Devin Shepard	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Iceland
748	2011-11-10 00:00:00.000	SUPA102	92	Retail	Unknown	24009	Riley Sellers	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
749	2011-10-13 00:00:00.000	SUPA102	23	Online	Sub-Saharan Africa	24010	Cruz Ray	SUPA102	Super Soft - 250ml	2.5	4.5	Eritrea
750	2011-10-12 00:00:00.000	PURA100	60	Retail	Europe	24011	Merritt Romero	PURA100	Pure Soft Detergent - 100ml	1.5	3	United Kingdom
751	2011-10-21 00:00:00.000	SUPA101	133	Retail	Central America and the Caribbean	24012	Yvette Sosa	SUPA101	Super Soft - Product Sample	0.3	0	Antigua and Barbuda 
752	2011-12-01 00:00:00.000	SUPA104	68	Online	Unknown	24013	Sylvester Lopez	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
753	2011-09-13 00:00:00.000	SUPA102	38	Retail	Sub-Saharan Africa	24014	Gregory Sykes	SUPA102	Super Soft - 250ml	2.5	4.5	Chad
755	2011-12-16 00:00:00.000	SUPA101	63	Online	Europe	24016	Megan Clemons	SUPA101	Super Soft - Product Sample	0.3	0	Croatia
756	2011-11-13 00:00:00.000	PURA250	208	Online	Europe	24017	Ignatius Contreras	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Denmark
757	2011-10-15 00:00:00.000	SUPA103	37	Retail	North America	24018	Willa Strong	SUPA103	Super Soft - 500ml	3.5	6.99	Canada
758	2011-09-29 00:00:00.000	SUPA105	52	Retail	Sub-Saharan Africa	24019	Alfonso Shepherd	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Guinea
759	2011-12-30 00:00:00.000	PURA500	138	Retail	Unknown	24020	Sean Townsend	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
760	2011-09-29 00:00:00.000	SUPA105	182	Online	Sub-Saharan Africa	24021	Ronan Stark	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Lesotho
761	2011-09-25 00:00:00.000	PURA100	84	Online	Unknown	24022	Kalia Roberson	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
763	2011-09-04 00:00:00.000	PURA200	208	Online	Asia	24024	Olga Young	PURA200	Pure Soft Detergent - 200ml	2	3.99	Mongolia
765	2011-09-22 00:00:00.000	PURA100	210	Online	Unknown	24026	Sandra Odonnell	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
766	2011-10-28 00:00:00.000	SUPA103	156	Direct	Unknown	24027	Paloma Duran	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
767	2011-11-03 00:00:00.000	SUPA102	181	Retail	Unknown	24028	Gisela Mckee	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
768	2011-11-07 00:00:00.000	PURA100	98	Retail	Europe	24029	Theodore Wells	PURA100	Pure Soft Detergent - 100ml	1.5	3	Bosnia and Herzegovina
772	2011-12-23 00:00:00.000	SUPA103	35	Retail	Sub-Saharan Africa	24033	Byron Briggs	SUPA103	Super Soft - 500ml	3.5	6.99	Eritrea
774	2011-12-26 00:00:00.000	SUPA104	91	Retail	Unknown	24035	Jamalia Sims	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
775	2011-11-17 00:00:00.000	PURA250	173	Online	Europe	24036	Zephania Mills	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Netherlands
777	2011-11-22 00:00:00.000	PURA100	115	Online	Asia	24038	Bertha Juarez	PURA100	Pure Soft Detergent - 100ml	1.5	3	Sri Lanka
779	2011-11-11 00:00:00.000	SUPA103	155	Retail	Unknown	24040	Sonya Leon	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
780	2011-12-28 00:00:00.000	PURA500	35	Online	Central America and the Caribbean	24041	Patience Mcclain	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Saint Kitts and Nevis 
781	2011-11-11 00:00:00.000	PURA250	170	Online	Unknown	24042	Macey Shaw	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
782	2011-12-09 00:00:00.000	SUPA101	42	Retail	Central America and the Caribbean	24043	Amethyst Dotson	SUPA101	Super Soft - Product Sample	0.3	0	Haiti
783	2011-10-02 00:00:00.000	PURA200	82	Retail	Unknown	24044	Beatrice Golden	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
785	2011-11-08 00:00:00.000	PURA500	68	Retail	Unknown	24046	Lois Mcdowell	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
786	2011-10-23 00:00:00.000	SUPA104	58	Online	Unknown	24047	Allen Caldwell	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
789	2011-12-18 00:00:00.000	SUPA102	147	Online	Unknown	24050	Melyssa Sawyer	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
790	2011-11-08 00:00:00.000	SUPA101	74	Retail	Europe	24051	Charissa Olsen	SUPA101	Super Soft - Product Sample	0.3	0	Luxembourg
791	2011-11-11 00:00:00.000	SUPA101	189	Retail	Sub-Saharan Africa	24052	Althea Good	SUPA101	Super Soft - Product Sample	0.3	0	Central African Republic
792	2011-12-03 00:00:00.000	PURA250	104	Online	Unknown	24053	Anthony Foster	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
793	2011-12-07 00:00:00.000	SUPA104	56	Retail	Unknown	24054	Quentin Houston	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
795	2011-10-31 00:00:00.000	SUPA103	204	Online	Asia	24056	Erasmus Morrison	SUPA103	Super Soft - 500ml	3.5	6.99	Myanmar
796	2011-12-22 00:00:00.000	SUPA101	5	Online	Europe	24057	Maris Cantrell	SUPA101	Super Soft - Product Sample	0.3	0	Finland
797	2011-12-12 00:00:00.000	PURA200	199	Online	Middle East and North Africa	24058	Quentin Hill	PURA200	Pure Soft Detergent - 200ml	2	3.99	Oman
798	2011-12-09 00:00:00.000	SUPA101	129	Direct	Central America and the Caribbean	24059	Cade Pace	SUPA101	Super Soft - Product Sample	0.3	0	Barbados
799	2011-08-24 00:00:00.000	PURA100	14	Retail	Sub-Saharan Africa	24060	Kibo Gibbs	PURA100	Pure Soft Detergent - 100ml	1.5	3	Burundi
801	2011-02-20 00:00:00.000	SUPA105	43	Direct	Australia and Oceania	24062	Chloe Black	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Samoa 
803	2011-04-09 00:00:00.000	SUPA101	38	Retail	Europe	24064	Bruce Summers	SUPA101	Super Soft - Product Sample	0.3	0	Romania
804	2011-02-11 00:00:00.000	PURA200	57	Direct	Europe	24065	Yeo Welch	PURA200	Pure Soft Detergent - 200ml	2	3.99	Norway
805	2011-06-01 00:00:00.000	SUPA103	34	Retail	Asia	24066	Simon Keith	SUPA103	Super Soft - 500ml	3.5	6.99	Cambodia
806	2011-01-12 00:00:00.000	PURA200	4	Online	Sub-Saharan Africa	24067	Quamar Albert	PURA200	Pure Soft Detergent - 200ml	2	3.99	Botswana
808	2011-05-29 00:00:00.000	PURA100	132	Retail	Middle East and North Africa	24069	Daphne Graves	PURA100	Pure Soft Detergent - 100ml	1.5	3	Yemen
810	2011-03-25 00:00:00.000	SUPA105	38	Direct	Asia	24071	Aimee Sparks	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Singapore
811	2011-03-27 00:00:00.000	SUPA104	159	Online	Asia	24072	Adara Shields	SUPA104	Super Soft - 1 Litre	5	9.99	Bhutan
812	2011-01-06 00:00:00.000	SUPA101	15	Retail	Australia and Oceania	24073	Brock Sullivan	SUPA101	Super Soft - Product Sample	0.3	0	Nauru
813	2011-07-27 00:00:00.000	SUPA103	147	Retail	Middle East and North Africa	24074	Alma Riley	SUPA103	Super Soft - 500ml	3.5	6.99	Turkey
814	2011-01-14 00:00:00.000	PURA250	4	Direct	Unknown	24075	Angelica Bridges	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
816	2011-07-23 00:00:00.000	SUPA104	61	Retail	Europe	24077	Samson Bishop	SUPA104	Super Soft - 1 Litre	5	9.99	Armenia
818	2011-05-10 00:00:00.000	PURA500	129	Retail	Sub-Saharan Africa	24079	Maxwell Workman	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Guinea
819	2011-08-11 00:00:00.000	PURA200	48	Online	Europe	24080	Clare Barnes	PURA200	Pure Soft Detergent - 200ml	2	3.99	United Kingdom
820	2011-01-06 00:00:00.000	PURA100	192	Online	Central America and the Caribbean	24081	Jameson Anderson	PURA100	Pure Soft Detergent - 100ml	1.5	3	Costa Rica
821	2011-01-02 00:00:00.000	PURA100	150	Retail	Unknown	24082	Evan York	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
822	2011-08-30 00:00:00.000	SUPA103	125	Retail	Middle East and North Africa	24083	Tatyana Burns	SUPA103	Super Soft - 500ml	3.5	6.99	Qatar
823	2011-08-22 00:00:00.000	SUPA103	135	Retail	Asia	24084	Hayley Chaney	SUPA103	Super Soft - 500ml	3.5	6.99	Mongolia
824	2011-05-22 00:00:00.000	PURA200	128	Online	Unknown	24085	Sybill Christensen	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
826	2011-05-25 00:00:00.000	PURA200	43	Retail	Unknown	24087	Tana Sharpe	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
828	2011-01-29 00:00:00.000	PURA250	124	Retail	Unknown	24089	Calista Osborn	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
829	2011-02-01 00:00:00.000	PURA250	42	Retail	Sub-Saharan Africa	24090	Macaulay Meadows	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Botswana
830	2011-06-24 00:00:00.000	PURA500	187	Retail	Sub-Saharan Africa	24091	Perry Livingston	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Togo
831	2011-06-19 00:00:00.000	SUPA104	147	Retail	Sub-Saharan Africa	24092	Clare Barry	SUPA104	Super Soft - 1 Litre	5	9.99	Lesotho
832	2011-04-04 00:00:00.000	SUPA102	53	Online	Europe	24093	Gage Rivera	SUPA102	Super Soft - 250ml	2.5	4.5	Czech Republic
833	2011-04-14 00:00:00.000	SUPA101	71	Retail	Australia and Oceania	24094	Rhea Stokes	SUPA101	Super Soft - Product Sample	0.3	0	Fiji
835	2011-04-15 00:00:00.000	SUPA103	54	Retail	Europe	24096	Mira Bolton	SUPA103	Super Soft - 500ml	3.5	6.99	Bosnia and Herzegovina
837	2011-03-23 00:00:00.000	SUPA104	77	Retail	Sub-Saharan Africa	24098	Cally Pratt	SUPA104	Super Soft - 1 Litre	5	9.99	Swaziland
839	2011-06-14 00:00:00.000	SUPA102	177	Online	Sub-Saharan Africa	24100	Lareina Barton	SUPA102	Super Soft - 250ml	2.5	4.5	Mauritius 
840	2011-02-18 00:00:00.000	SUPA104	143	Retail	Asia	24101	Fleur Mcdaniel	SUPA104	Super Soft - 1 Litre	5	9.99	Indonesia
841	2011-02-20 00:00:00.000	SUPA102	183	Online	Unknown	24102	Adrienne Mack	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
842	2011-07-11 00:00:00.000	PURA500	25	Direct	Asia	24103	Leigh Matthews	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Kazakhstan
843	2011-06-13 00:00:00.000	SUPA103	169	Online	Middle East and North Africa	24104	Ignatius Petty	SUPA103	Super Soft - 500ml	3.5	6.99	Pakistan
846	2011-08-28 00:00:00.000	SUPA101	29	Online	Sub-Saharan Africa	24107	Herman Bryan	SUPA101	Super Soft - Product Sample	0.3	0	Guinea
847	2011-05-30 00:00:00.000	SUPA103	42	Online	Unknown	24108	Gisela Lloyd	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
848	2011-03-18 00:00:00.000	PURA250	182	Retail	Unknown	24109	Elliott Lawrence	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
849	2011-08-29 00:00:00.000	SUPA102	39	Online	Central America and the Caribbean	24110	Nicole Mcgowan	SUPA102	Super Soft - 250ml	2.5	4.5	Honduras
851	2011-07-14 00:00:00.000	SUPA103	20	Retail	Unknown	24112	Jermaine Wilson	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
852	2011-06-11 00:00:00.000	SUPA103	5	Online	Middle East and North Africa	24113	Octavia Flowers	SUPA103	Super Soft - 500ml	3.5	6.99	Afghanistan
853	2011-01-03 00:00:00.000	SUPA105	179	Retail	Middle East and North Africa	24114	Vernon Daniels	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Afghanistan
854	2011-02-08 00:00:00.000	SUPA104	169	Online	Europe	24115	Anne Rivers	SUPA104	Super Soft - 1 Litre	5	9.99	Bulgaria
855	2011-06-16 00:00:00.000	PURA100	153	Online	Europe	24116	Jackson Gallegos	PURA100	Pure Soft Detergent - 100ml	1.5	3	Andorra
856	2011-05-28 00:00:00.000	SUPA105	199	Retail	Sub-Saharan Africa	24117	Kirestin Whitehead	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Liberia
857	2011-02-19 00:00:00.000	PURA500	41	Retail	Central America and the Caribbean	24118	Brendan Cruz	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	El Salvador
859	2011-03-28 00:00:00.000	PURA250	99	Online	Sub-Saharan Africa	24120	Quinlan Hebert	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Burkina Faso
861	2011-02-14 00:00:00.000	PURA250	125	Direct	Asia	24122	Zenia Carr	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Sri Lanka
862	2011-08-14 00:00:00.000	PURA100	18	Online	Asia	24123	Odette Mills	PURA100	Pure Soft Detergent - 100ml	1.5	3	Myanmar
863	2011-03-23 00:00:00.000	PURA100	159	Online	Europe	24124	August Levy	PURA100	Pure Soft Detergent - 100ml	1.5	3	Czech Republic
865	2011-04-07 00:00:00.000	PURA200	125	Retail	Europe	24126	Samuel Tyler	PURA200	Pure Soft Detergent - 200ml	2	3.99	Andorra
866	2011-06-26 00:00:00.000	SUPA102	25	Retail	Central America and the Caribbean	24127	Kyra Pollard	SUPA102	Super Soft - 250ml	2.5	4.5	Barbados
867	2011-01-29 00:00:00.000	PURA100	183	Online	Unknown	24128	Ori Cummings	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
868	2011-04-29 00:00:00.000	PURA200	197	Retail	Unknown	24129	Cairo Boyer	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
869	2011-02-20 00:00:00.000	SUPA104	84	Online	Sub-Saharan Africa	24130	Caldwell Caldwell	SUPA104	Super Soft - 1 Litre	5	9.99	Burkina Faso
872	2011-08-03 00:00:00.000	SUPA105	42	Online	Sub-Saharan Africa	24133	Leila Mason	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Rwanda
873	2011-02-17 00:00:00.000	SUPA103	47	Online	Unknown	24134	Howard Colon	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
874	2011-04-08 00:00:00.000	SUPA103	108	Online	Unknown	24135	Abigail Cunningham	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
875	2011-01-07 00:00:00.000	SUPA103	174	Online	Unknown	24136	Sandra Perry	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
876	2011-07-30 00:00:00.000	SUPA102	68	Direct	Central America and the Caribbean	24137	Lana Good	SUPA102	Super Soft - 250ml	2.5	4.5	Antigua and Barbuda 
877	2011-04-28 00:00:00.000	SUPA105	108	Retail	Central America and the Caribbean	24138	Brian Trevino	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Antigua and Barbuda 
878	2011-08-25 00:00:00.000	PURA200	10	Retail	Europe	24139	Connor Soto	PURA200	Pure Soft Detergent - 200ml	2	3.99	Switzerland
879	2011-04-14 00:00:00.000	PURA250	58	Online	Unknown	24140	Basil Foley	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
880	2011-02-16 00:00:00.000	PURA250	203	Direct	Unknown	24141	Stephen Herring	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
881	2011-05-24 00:00:00.000	PURA100	201	Retail	Middle East and North Africa	24142	Dacey Stark	PURA100	Pure Soft Detergent - 100ml	1.5	3	Egypt
882	2011-05-18 00:00:00.000	SUPA103	13	Online	Central America and the Caribbean	24143	Ursula Salinas	SUPA103	Super Soft - 500ml	3.5	6.99	Guatemala
883	2011-05-24 00:00:00.000	SUPA102	168	Online	Sub-Saharan Africa	24144	Hakeem Singleton	SUPA102	Super Soft - 250ml	2.5	4.5	Uganda
886	2011-07-24 00:00:00.000	SUPA101	12	Retail	Europe	24147	Jackson Rivas	SUPA101	Super Soft - Product Sample	0.3	0	Croatia
887	2011-03-16 00:00:00.000	PURA250	58	Retail	Unknown	24148	Rae Hurst	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
888	2011-03-18 00:00:00.000	PURA100	142	Retail	Europe	24149	Tucker Klein	PURA100	Pure Soft Detergent - 100ml	1.5	3	Armenia
889	2011-04-08 00:00:00.000	SUPA101	46	Retail	Unknown	24150	Laura Holloway	SUPA101	Super Soft - Product Sample	0.3	0	Unknown
891	2011-01-02 00:00:00.000	SUPA101	130	Online	Middle East and North Africa	24152	Amela Carpenter	SUPA101	Super Soft - Product Sample	0.3	0	Iraq
893	2011-08-18 00:00:00.000	SUPA102	54	Online	Australia and Oceania	24154	Sara Chaney	SUPA102	Super Soft - 250ml	2.5	4.5	Vanuatu
894	2011-01-17 00:00:00.000	SUPA102	44	Direct	Unknown	24155	George Mcpherson	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
896	2011-05-11 00:00:00.000	PURA250	132	Direct	Unknown	24157	Gloria Talley	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
897	2011-07-27 00:00:00.000	PURA500	38	Online	Unknown	24158	Risa Decker	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
898	2011-03-06 00:00:00.000	SUPA102	40	Retail	Unknown	24159	Sebastian Huber	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
900	2011-05-29 00:00:00.000	SUPA103	185	Online	Unknown	24161	Susan Fisher	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
901	2011-06-22 00:00:00.000	PURA200	61	Online	Unknown	24162	Irene Beach	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
902	2011-06-28 00:00:00.000	SUPA101	84	Online	Europe	24163	Athena Faulkner	SUPA101	Super Soft - Product Sample	0.3	0	Moldova 
903	2011-01-25 00:00:00.000	PURA200	119	Direct	Middle East and North Africa	24164	Tamekah Roach	PURA200	Pure Soft Detergent - 200ml	2	3.99	Jordan
904	2011-03-17 00:00:00.000	SUPA105	54	Online	Unknown	24165	Luke Malone	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
905	2011-01-17 00:00:00.000	PURA100	191	Online	Unknown	24166	Amery David	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
907	2011-05-19 00:00:00.000	PURA250	99	Retail	Asia	24168	Howard Hinton	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Bangladesh
910	2011-08-07 00:00:00.000	SUPA104	2	Retail	Australia and Oceania	24171	Jessica Skinner	SUPA104	Super Soft - 1 Litre	5	9.99	Palau
911	2011-07-19 00:00:00.000	PURA100	99	Retail	Unknown	24172	Lester Luna	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
912	2011-01-06 00:00:00.000	SUPA104	136	Retail	Sub-Saharan Africa	24173	Adena Gates	SUPA104	Super Soft - 1 Litre	5	9.99	Gabon
913	2011-07-10 00:00:00.000	PURA200	163	Direct	Unknown	24174	Garrison Peters	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
914	2011-03-01 00:00:00.000	PURA250	97	Retail	Unknown	24175	Lani Ferrell	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
917	2011-06-05 00:00:00.000	PURA100	80	Online	Unknown	24178	Regan Kirk	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
918	2011-08-24 00:00:00.000	PURA500	190	Online	Middle East and North Africa	24179	Hyatt Durham	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Somalia
919	2011-01-22 00:00:00.000	SUPA101	168	Direct	Unknown	24180	Bree Acevedo	SUPA101	Super Soft - Product Sample	0.3	0	Unknown
920	2011-03-08 00:00:00.000	SUPA102	12	Retail	Australia and Oceania	24181	Brenda Wolfe	SUPA102	Super Soft - 250ml	2.5	4.5	Australia
921	2011-04-14 00:00:00.000	SUPA103	31	Online	Europe	24182	Isabella Avery	SUPA103	Super Soft - 500ml	3.5	6.99	Austria
922	2011-04-17 00:00:00.000	PURA100	51	Retail	Unknown	24183	Kitra Reilly	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
923	2011-02-19 00:00:00.000	SUPA105	135	Online	Sub-Saharan Africa	24184	Lucius Wilkins	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Equatorial Guinea
926	2011-05-13 00:00:00.000	PURA250	81	Online	Australia and Oceania	24187	Cara Salazar	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Nauru
927	2011-03-01 00:00:00.000	PURA200	185	Retail	Unknown	24188	Oliver Wolf	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
928	2011-08-27 00:00:00.000	SUPA101	3	Retail	Australia and Oceania	24189	David Moses	SUPA101	Super Soft - Product Sample	0.3	0	Palau
929	2011-02-22 00:00:00.000	PURA500	185	Online	Sub-Saharan Africa	24190	Stacy Hickman	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Zambia
930	2011-01-03 00:00:00.000	SUPA103	127	Online	Europe	24191	Addison Doyle	SUPA103	Super Soft - 500ml	3.5	6.99	Macedonia
932	2011-01-19 00:00:00.000	SUPA103	133	Direct	Unknown	24193	Lucius Figueroa	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
933	2011-02-12 00:00:00.000	SUPA102	138	Online	Unknown	24194	Thomas Douglas	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
934	2011-01-17 00:00:00.000	SUPA101	132	Direct	Europe	24195	Robin Stuart	SUPA101	Super Soft - Product Sample	0.3	0	Ukraine
935	2011-07-18 00:00:00.000	SUPA104	13	Online	Asia	24196	Joelle Johns	SUPA104	Super Soft - 1 Litre	5	9.99	Tajikistan
936	2011-07-27 00:00:00.000	PURA200	136	Retail	Europe	24197	Alma Benson	PURA200	Pure Soft Detergent - 200ml	2	3.99	United Kingdom
937	2011-04-29 00:00:00.000	PURA200	25	Online	Sub-Saharan Africa	24198	Stacy Schwartz	PURA200	Pure Soft Detergent - 200ml	2	3.99	Botswana
939	2011-07-11 00:00:00.000	PURA250	148	Direct	Australia and Oceania	24200	Frances Hammond	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Samoa 
940	2011-04-22 00:00:00.000	SUPA102	175	Retail	Unknown	24201	Elizabeth Schwartz	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
942	2011-07-02 00:00:00.000	SUPA104	39	Direct	Unknown	24203	Gisela Gay	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
943	2011-06-13 00:00:00.000	SUPA105	80	Online	Europe	24204	Jacob Oconnor	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Germany
944	2011-05-27 00:00:00.000	PURA250	198	Direct	Europe	24205	Priscilla Quinn	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Poland
945	2011-05-26 00:00:00.000	PURA500	203	Retail	Sub-Saharan Africa	24206	Emerson Wilcox	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Namibia
